Data Taken from https://www.kaggle.com/datasets/threnjen/board-games-database-from-boardgamegeek?resource=download&select=games.csv,,,
About Board Game Categories and Rankings,,,
Modified/Transformed/Cleaned by Sarah Cannon,,,
For CSCI 36,Fall 2024, Claremont McKenna College,
172006,Shadowstar Corsairs,7.12788,Strategy
172007,The Voting Game,5.52263,Other
172008,Critical Mass: Patriot vs Iron Curtain,6.86183,Other
172012,"7 Symbols, and 7 Nations",7.1198,Other
172032,Bottlecap Vikings,5.15233,Other
172035,Thumbs Up!,5.57851,Other
172047,The Others,7.36895,Thematic
172062,Fairytale Gloom,6.49478,Other
172063,Ring it!,5.52258,Other
172064,Rally Up!,5.62621,Other
172073,MammuZ,6.31332,Party
172088,Fliip Football,7.11531,Other
172118,Cave Pilot 55,6.58333,Other
172155,Ascension: Dawn of Champions,7.33592,Strategy
172158,Oath of the Brotherhood,6.30542,Other
172159,King's Champion,6.54722,Other
172162,Da Luigi,6.38176,Other
172164,Dohdles!,6.68323,Other
172166,Lumis: Der Pfad des Feuers,6.34,Other
172168,Tschakka Lakka: Die rasante Würfeljagd nach dem Tempelschatz,5.92154,Other
172206,Bomarzo,6.52623,Strategy
172207,Unspeakable Words: Deluxe Edition,6.49794,Other
172225,Exploding Kittens,6.04142,Party
172235,Schrödinger's Cats,5.71542,Other
172237,UNO Dare!,4.9781,Other
172242,Exploding Kittens: NSFW Deck,6.2263,Party
172257,ZomBee,4.95588,Other
172278,Ether Wars,6.39059,Strategy
172287,Champions of Midgard,7.76217,Strategy
172307,The Game of Life (2013- Editions),4.8751,Other
172309,Monster Trick,6.48727,Other
172310,Kakerlaloop,5.387,Other
172312,Tausch Rausch,5.98956,Other
172325,Epoch: Early Inventors,6.42292,Other
172362,Kenjin,6.48463,Strategy
172381,My Village,6.95121,Strategy
172382,Death Over The Kingdom,6.98221,Other
172385,Porta Nigra,7.18662,Strategy
172386,Mombasa,7.87597,Strategy
172410,Flea Market,5.47692,Other
172414,Ball's Bluff,7.21795,War
172465,Tabletop Pathologic,6.54608,Other
172480,Roar! Catch the Monster,5.51684,Other
172484,Bestiary of Sigillum,7.19149,Other
172493,Tannenberg: The Introductory Game,7.6775,War
172503,Mage Wars Academy,7.19375,CGS
172506,Speed Snacks,5.1627,Other
172509,Asterix & Obelix: Das große Abenteuer,6.01,Other
172510,Asterix & Obelix: Mission Zaubertrank!,5.64851,Other
172517,Zmiennicy,6.0449,Other
172540,Dragoon,7.0271,Family
172542,Push a Monster,6.13112,Childrens
172543,Chef Alfredo,6.06239,Childrens
172546,Parfum,6.49727,Family
172547,Queen's Architect,6.87185,Strategy
172550,Harry Hopper,6.57885,Other
172555,Loaded Questions Party,5.93636,Other
172557,Pretense,5.69391,Other
172558,Crashland,6.31,Other
172559,Targets,5.71242,Other
172560,Piratoons,6.42026,Other
172563,Hemloch: Midnight Edition,6.90302,Other
172580,"The Vampire, the Elf & the Cthulhu",5.54364,Other
172584,Among Nobles,6.73055,Strategy
172596,Monster My Neighbor,5.9833,Other
172597,Theomachy: The Warrior Gods,6.40156,Other
172598,H.I.D.E.: Hidden Identity Dice Espionage,5.80483,Other
172599,Theomachy: The Ancients,6.32217,Other
172600,Dungeon Busters,5.8857,Party
172642,Dynamite: The Game,6.28917,Other
172662,Seven7s,6.17441,Other
172707,Z First Impact: Opus 1 Chapter 1,5.17297,Other
172729,The Game of Life: Despicable Me,4.22992,Other
172818,Above and Below,7.40429,Thematic
172837,Dead Man's Chest,5.86902,Other
172866,Dragon Punch,6.03185,Other
172875,Drillit! A Fuga da Montanha de Cristal,6.44935,Other
172881,Quartz,6.89328,Other
172885,Blindes Huhn (Second Edition),6.76458,Other
172896,Don't Turn Your Back,6.98275,Other
172931,Outfoxed!,7.18751,Childrens
172932,Flashlights & Fireflies,5.98809,Other
172933,Dragonwood,6.64722,Family
172940,Suspend Junior,5.79833,Other
172965,Guards of Atlantis: Tabletop MOBA,7.32084,Strategy
172969,Pixel Tactics 5,7.20599,Other
172980,Double Mission: Beyond the Object,6.19375,Other
172994,Catan: Traveler – Compact Edition,7.08914,Other
172996,The King Is Dead,7.13983,Strategy
173003,Brix,6.06692,Other
173005,Gondola,5.716,Other
173018,Grimslingers,6.28094,Other
173047,Nevermore,6.68091,Family
173057,Go Fish Yourself,5.93061,Other
173074,Tales & Games: Little Red Riding Hood,5.86729,Childrens
173075,Disturbed Friends,5.19499,Other
173090,The Game,6.70938,Family
173092,Träxx,6.57733,Family
173093,WarQuest,6.22468,Other
173096,A Tale of Pirates,7.11873,Family
173100,Monsters' Tower,5.55619,Other
173101,Council of 4,7.18179,Strategy
173105,The Great War,7.77779,War
173115,Monarch,6.76042,Other
173121,Pirato Poker,6.91429,Other
173156,Timeline Challenge,7.05613,Family
173200,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,6.63945,Party
173240,Fruit Picking,6.42778,Other
173253,Black Stories: Dark Tales Edition,5.97253,Other
173259,Fallen: Kickstarter Edition,8.23523,Other
173269,Aquarium,7.40847,Other
173270,Ogre / G.E.V.,7.6101,Other
173275,Ghostbusters: The Board Game,6.45121,Thematic
173291,Spit It Out!,6.04413,Other
173292,Cup-A-Cup,5.98653,Other
173294,DC Comics Dice Masters: War of Light,7.27962,Other
173302,News@11,6.1803,Other
173319,Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire,6.80131,Family
173336,Million Club,6.09679,Other
173337,Drachenhort,6.64742,Family
173338,Pollen,5.90588,Other
173341,Loopin' Chewie,6.32911,Childrens
173344,Booze Barons,5.75658,Other
173346,7 Wonders Duel,8.1073,Strategy
173372,Hawken: Real-Time Card Game – Sharpshooter vs. Bruiser,6.44,Other
173374,Neuschwabenland,7.65925,War
173389,Rush Hour Shift,5.9481,Other
173408,Legends of Empires,6.29655,Other
173441,Bring Your Own Book,6.82113,Party
173442,Empires: Age of Discovery,7.8749,Strategy
173452,Art of War: The Card Game,6.59969,Other
173460,Dark Dealings,6.46343,Other
173462,Dreary Hamlet,7.15866,Other
173486,Dune: The Dice Game,6.79969,Thematic
173504,"The Greatest Day: Sword, Juno, and Gold Beaches",8.67461,War
173514,Meeple Quest,9.31111,Other
173536,2GM Tactics,7.57896,War
173574,1836Jr,7.20082,Other
173634,The Red Dragon Inn 5: The Character Trove,7.62292,Other
173637,Monopoly:  80th Anniversary Edition,5.66556,Other
173666,Renaissance Wars,6.44075,Other
173669,Backstab Card Game,6.77419,Other
173673,Legendary Showdown: Machines & Magic,6.14151,Other
173752,The Cookie,6.25656,Other
173755,Aquaducts,6.70426,Other
173761,Telestrations After Dark,7.08216,Other
173770,Swamped,5.8989,Other
173776,Battle for Biternia,7.74242,Other
173784,Five Seals of Magic,6.05774,Other
173800,Adorable Pandaring,5.70592,Other
173804,Gruff,6.57673,CGS
173805,Lobotomy,7.25257,Thematic
173875,Superfight: The Loot Crate Deck,5.76386,Other
173899,The Sherlock Holmes Puzzle Case,4.24658,Other
173931,Holy Roman Empire: The Thirty-Years War,5.79423,War
174013,The End Is Nigh,6.44206,Other
174046,Dropzone Commander 2 Player Starter Set,7.89355,Other
174049,Sandcastles,6.16939,Other
174057,Kajko i Kokosz: Przygody Wojów,6.0959,Family
174064,Stratego Waterloo,7.48305,Strategy
174065,Pan tu nie stał! Demoludy,5.37784,Family
174078,Holmes: Sherlock & Mycroft,6.82927,Family
174093,Maze Racers,6.55103,Other
174128,Zambezi: The Expedition Game,6.28857,Other
174146,Batman: Road Trip,5.52564,Other
174155,Lignum,7.23856,Strategy
174182,Force of Will,6.94496,CGS
174192,Daxu,6.45123,Other
174218,You're Fired!,6.46154,Other
174219,Time's Up! Kids,7.1854,Other
174226,Arctic Scavengers: Base Game+HQ+Recon,7.27123,Other
174231,Badlands: Outpost of Humanity,6.83534,Other
174243,Bridges to Nowhere,6.66315,Other
174252,Vampire Radar,6.48457,Other
174298,Napoleon's Last Gamble: Battles of the Hundred Days,8.49298,War
174400,BattleCON: Wanderers of Indines,8.66671,Other
174402,Tide of Iron: Next Wave,8.08384,War
174404,Robot X,5.81842,Other
174431,Wipers Salient,7.13454,War
174458,Baseball Highlights: 2045 – Deluxe Edition,7.91856,Other
174468,Guess Who? Shuffle,5.11429,Other
174491,Steam Court,7.08974,Other
174517,Versailles,7.02716,Other
174518,Ylandyss,7.2834,Other
174524,Saloon Tycoon,7.13393,Other
174529,Waterloo: Enemy Mistakes,6.70863,War
174552,Adventure Time Card Wars: Lemongrab vs. Gunter,6.90176,Other
174556,Blücher,8.20707,War
174570,Legendary Encounters: A Predator Deck Building Game,7.4553,Thematic
174584,Orcs Must Die! The Board Game: Order Edition,6.5011,Other
174610,Alien Frontiers: Big Box,7.77628,Other
174611,Ion: A Compound Building Game,6.41043,Family
174614,Apotheca,6.67019,Abstract
174618,Schäferstündchen,6.29091,Other
174646,Orcs Must Die! The Board Game: Unchained Edition,6.51948,Other
174660,New York 1901,6.8257,Family
174688,Radiant,7.00339,Other
174696,Hexx & Hopp,6.21308,Other
174744,Mogul,6.80595,Other
174785,Mare Nostrum: Empires,7.55858,Strategy
174802,VENOM Assault,7.64979,Other
174805,Champions of Hara,7.38031,Other
174837,Sol: Last Days of a Star,7.589,Strategy
174852,Pandánte (Second Edition),7.22436,Other
174893,TROLL,6.46352,Other
174925,Mr. Game!,4.35968,Other
174926,Wizards of the Wild: Deluxe Edition,6.93391,Other
174927,Masterline,5.23747,Other
174943,Ninja Arena,6.85,Other
174959,The First Jihad: The Rise of Islam 632-750,7.4082,War
174973,Boss Monster 2: The Next Level,6.72876,Other
174975,"Take The ""A"" Chord",6.10801,Other
174988,4 en Letras,6.03408,Other
174990,Builders of Blankenburg,7.08194,Strategy
174991,JunKing,6.3,Other
175023,Crows Overkill,6.36264,Other
175086,"San, Ni, Ichi",6.31686,Other
175088,Pharaoh's Gulo Gulo,6.75993,Childrens
175090,Game of Crowns,4.73025,Other
175095,Dawn of the Zeds (Third Edition),8.19139,Thematic
175117,Celestia,6.96931,Family
175121,Adventure Time Card Wars: Ice King vs. Marceline,6.70162,Other
175150,Casting,6.07617,Other
175155,Forbidden Stars,7.96845,Strategy
175177,Ogre: Objective 218,6.70523,Other
175199,Mottainai,7.02919,Strategy
175221,Orphan Black: The Card Game,6.1476,Other
175222,Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons,6.86342,Other
175223,Valley of the Kings: Afterlife,7.26465,Strategy
175224,Rumpelstiltskin,5.76406,Other
175230,Crete 1941: Operation Mercury,7.461,War
175239,Machi Koro: Deluxe Edition,7.05723,Other
175254,Apocrypha Adventure Card Game: Box One – The World,6.72433,Thematic
175263,4 the Birds,5.74525,Other
175265,Piñata Party,6.14535,Other
175274,Labyrinth: The Paths of Destiny (Second Edition),5.86235,Other
175293,Trambahn,6.96099,Family
175307,Love Letter: Adventure Time,7.23117,Family
175313,AARRR!,6.51795,Other
175324,Fog of Love,6.86108,Thematic
175327,Wrathborne Champions,7.24387,Other
175334,The Undercity: An Iron Kingdoms Adventure Board Game,7.06263,Thematic
175360,W1815,7.40571,War
175418,Aura,6.44286,Other
175458,Bad Beets,5.54695,Other
175464,Les Quatre-Bras & Waterloo 1815: The Empire's Final Blows,8.17803,War
175468,Foe Hunters,6.62111,Other
175495,Titan Race,6.11099,Other
175496,Cauldron Quest,6.2708,Other
175497,Dinosaur Escape,5.60103,Other
175510,Soulfall,6.4429,Other
175512,A Chaotic Life!,3.11694,Other
175516,MoonQuake Escape,6.43333,Other
175541,Cuisine a la Card,6.92975,Family
175549,Salem 1692,7.04296,Party
175592,The Village Crone,5.70979,Other
175619,Prussia 20,7.79667,Other
175621,Epic Card Game,6.45851,CGS
175626,Street Kings,6.89801,Other
175627,Mangaka: The Fast & Furious Game of Drawing Comics,6.71528,Other
175634,Get The Cheese!,5.89699,Other
175636,Dragon Keepers,6.75113,Family
175640,Vinhos Deluxe Edition,8.17908,Strategy
175689,Trenton 1776,6.81044,War
175695,Minerva,6.82465,Strategy
175704,Racing Hedgehogs,6.67195,Other
175707,Apex Theropod Deck-Building Game: Exotic Predators Limited Edition,7.44427,Other
175730,Surviving: One month in,5.20236,Other
175735,Rocca Town,6.54231,Other
175739,Pictopia: Disney Edition,5.71498,Other
175742,Alien Wars,5.71763,Other
175755,The Lord of the Rings: Journey to Mordor,6.10474,Thematic
175763,Behind the Throne,6.26392,Other
175778,Zombies!!! Jr.,6.12094,Other
175824,Labyrinx,7.365,Other
175845,Arcade,7.71111,Family
175846,Deck Building: The Deck Building Game,5.38805,Other
175848,Unpub: The Unpublished Card Game,5.48056,Other
175855,Epic Roll,5.6734,Other
175861,Meow,4.98649,Other
175864,Stratego Conquest,6.28108,Other
175867,[microfilms],5.93683,Other
175868,Metro 2033: Breakthrough,5.7746,Other
175878,504,6.27521,Strategy
175879,Ruddy Vikings,4.97843,Other
175914,Food Chain Magnate,8.1166,Strategy
175923,Hoagie,5.76471,Other
175924,Trash War,5.905,Other
175973,The Hunters A.D. 2114,8.55292,Thematic
175989,Pillars of Eternity: Lords of the Eastern Reach,6.49038,Other
176011,Wacky Challenge,5.55312,Other
176013,¡Abordaje!,6.19547,Other
176070,Magic Realm Light 30,7.29444,Other
176071,Sitting Ducks Deluxe,6.21053,Other
176083,Hit Z Road,6.76836,Thematic
176103,Shogun Big Box,8.0159,Other
176146,The Lamps Are Going Out,7.65873,War
176189,Zombicide: Black Plague,7.67154,Thematic
176193,Ocean Labyrinth,6.62881,Other
176215,Odyssey: Wrath of Poseidon,6.25628,Other
176229,Tides of Time,6.6372,Strategy
176247,Mixtape Massacre,6.91583,Other
176262,Fleet Wharfside,6.91052,Other
176286,A.D.A.P.T.,5.63483,Other
176306,Conspiracy!,7.17465,Other
176334,Guns & Steel,6.32215,Strategy
176371,Explorers of the North Sea,7.33381,Strategy
176396,Quadropolis,7.27047,Family
176400,The King's Men,6.84722,Other
176433,Zombies vs Cheerleaders,5.944,Other
176435,Thrash'n Roll,6.71474,Other
176458,Rights,6.1638,Other
176466,Fan & Mallet (団扇と小槌),7.25,Other
176478,No Man's Land: Trench Warfare 1914-1918,7.55132,War
176502,Awesome Kingdom: The Tower of Hateskull,5.69094,Other
176523,Zombie Sheep,7.1063,Other
176524,Hoplomachus: Origins,7.76778,Strategy
176530,Xenon Profiteer,7.23745,Strategy
176544,Automania,7.3183,Strategy
176557,My Fair Princess,6.48111,Other
176558,Mafia de Cuba,6.55375,Party
176560,Mechwarrior: Age of Destruction Starter Pack,7.69355,Other
176564,Scoundrel Society,6.55597,Other
176565,Ninja Camp,6.71899,Family
176589,Cat Box,6.18028,Other
176596,The Great Battles of Alexander: Macedonian Art of War,8.41843,War
176601,Dead of Winter: Tabletop Edition,7.92195,Other
176606,"Rattle, Battle, Grab the Loot",6.15134,Family
176631,Stratos,7.01343,Strategy
176633,İhtilâl,7.2348,Other
176634,Arcanya: Magic Academy,6.37708,Other
176642,ひとひら (Hitohira),6.41595,Other
176651,Cantankerous Cats,6.00964,Other
176663,Wordariffic,5.61564,Other
176678,GYÜMI Géniusz,6.93452,Other
176734,The Manhattan Project: Energy Empire,7.77857,Strategy
176803,Overseers,6.67979,Other
176816,The Little Prince: Rising to the Stars,6.09784,Other
176817,Assassinorum: Execution Force,6.71353,Thematic
176826,Yashima: Legends from Fairytale,7.48811,Other
176850,Human Interface: Nakamura Tower,7.48164,Other
176859,MasterIslands,5.88545,Other
176872,"Sun, Moon, & Stars",5.60319,Other
176884,Reign: The Card Game,6.96667,Other
176887,Perspective,5.81017,Other
176898,Icarus,5.69661,Family
176914,Gateway: Uprising,6.70398,Other
176916,Soccer 17,6.76631,Other
176918,Rotten Apples,4.9058,Other
176920,Mission: Red Planet (Second Edition),7.44101,Strategy
176936,Halo: Fleet Battles – The Fall of Reach,7.44444,War
176960,Wok on Fire,6.23426,Other
176963,Dadaocheng,6.73738,Other
176980,Helionox: The Last Sunset,6.89994,Strategy
177002,Buy The Rights,6.5022,Other
177048,Barking Up The Wrong Tree,5.58317,Other
177053,Road to Infamy,7.12974,Other
177061,Tank on Tank: West Front,7.21111,War
177062,Tank on Tank: East Front,7.16818,War
177079,Die Legenden von Andor: Chada & Thorn,6.68185,Thematic
177080,Lord of the Dead,5.67392,Other
177096,Freedom!,7.85154,War
177099,Great Scott!,6.80024,Other
177142,Tornio '44,7.66739,War
177147,Survive: Space Attack!,7.03861,Other
177160,Frontier Stations,6.66769,Other
177197,Ekö,6.86861,Abstract
177209,"Pizza, Spaghetti e Mandolino",7.24528,Other
177210,Eight Epics,5.88037,Other
177245,Cosmic Kaboom,6.46765,Other
177248,Saga of the Northmen,7.27391,Strategy
177249,The Manhattan Project: Chain Reaction,6.47343,Strategy
177352,Carson City: Big Box,8.03986,Other
177411,Galaxy Command,5.74167,Other
177437,YAK,5.56094,Other
177477,Tavern Fame,6.66154,Other
177478,IKI,7.72264,Strategy
177482,HOPE,6.21568,Other
177490,Samara,6.25454,Other
177499,WWE Superstar Showdown,6.54578,Other
177502,Monopoly: Marvel Avengers,5.30716,Other
177513,Strife: Shadows & Steam,6.5837,Other
177515,SEAL Team Flix,7.27918,Other
177538,The Sands of Time,6.65891,Other
177541,Terrible Monster,6.49395,Other
177542,Shuffle Heroes,6.49977,Other
177566,Parkies,7.16,Other
177572,猿道 (Monkey Road),5.84641,Other
177633,Ciak! Il gioco di carte,5.74359,Other
177639,Raptor,7.30664,Strategy
177641,Tinker Tailor,6.48125,Other
177659,The Manhattan Project 2: Minutes to Midnight,7.35341,Strategy
177678,Signorie,7.41845,Strategy
177680,Ninja Dojo Fight!,5.56842,Other
177697,Bang! The Dice Game: The Walking Dead,6.69825,Other
177698,Karnivore Koala,5.90364,Party
177702,Warehouse 51,6.19853,Other
177725,They Come Unseen,6.7438,War
177727,Haleakala,6.64477,Other
177736,A Feast for Odin,8.20167,Strategy
177750,Wild Cats,5.66477,Other
177751,Random Encounter: Plains of the Troll King,4.71467,Other
177802,Smash Up: It's Your Fault!,7.54117,Other
177807,King Arthur,5.41026,Family
177815,Burger Boss,6.44033,Other
177823,Devil's Run: Route 666,8.02305,Other
177843,Mix It,6.14284,Other
177844,Sector 6,6.07604,Other
177857,Achaia,6.54465,Strategy
177861,Paths to Hell,8.11739,War
177868,Game Election,6.44167,Other
177877,SiXeS,7.17787,Other
177921,Death Wish,6.78362,Other
177927,Res Publica: 2230AD,6.28053,Strategy
177939,Marvel Dice Masters: The Amazing Spider-Man,7.36784,CGS
177965,Rush & Bash,6.80202,Family
177976,Cunning Folk,6.42338,Other
177977,All Things Zombie: Reloaded,6.925,Other
177995,"Graveyards, Ghosts & Haunted Houses",6.54528,Other
178007,Apocalypse Chaos,6.5525,Strategy
178028,Sort it Out!,5.78951,Other
178030,Overlords of Infamy,7.22033,Other
178038,Think It Up!,5.87129,Other
178044,Small Star Empires,7.17082,Strategy
178051,SCAPE,5.88264,Other
178053,Schatz-Rabatz,6.01617,Other
178098,Sherwood's Legacy,6.77754,Other
178099,1500 m,6.97389,Other
178134,London Dread,6.65097,Thematic
178147,Gwent: Monsters and Scoia'tael,6.56834,Other
178153,100 Swords: The Red Dragon's Dungeon,6.67943,Other
178154,One Hit Kill,6.01143,Other
178166,No Time For Heroes,6.88783,Other
178177,Orkensturm,6.00106,Other
178209,Adventure Time Fluxx,6.4859,Other
178210,Batman Fluxx,6.32821,Party
178212,Treasure Mountain,7.67431,Other
178229,Adventure Time: Adventures in the Land of Ooo,6.09459,Other
178266,Fate Of Akalon: Tribes,6.93725,Family
178302,Welcome to Centerville,6.95771,Strategy
178335,Biergarten,6.13876,Other
